Change Number,Opened At,Planned Start,Planned End,Actual Start,Actual End,Change Type,Risk,Priority,State,Category,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Conflict Status,Approval Status,On Hold Reason,Month Year,Quarter
CHG0000092,2022-10-08 00:41:23,2022-10-20 00:41:23,2022-10-20 02:41:23,2022-10-20 00:13:23,2022-10-20 03:13:23,Emergency,Low,1 - Critical,Closed,Application,Network Ops,Rohan Verma,Pune,Procurement,Firewall-01,Load balancer config,No Conflict,Pending,Awaiting approval,Oct-2022,Q4-2022
CHG0000093,2022-04-16 12:54:12,2022-05-01 12:54:12,2022-05-01 18:54:12,2022-05-01 12:47:12,2022-05-01 13:47:12,Normal,High,3 - Medium,Closed,Security,L1 Support,Kavya Reddy,Mumbai,HR,Active Directory,Network upgrade,No Conflict,Pending,,Apr-2022,Q2-2022
CHG0000094,2022-03-18 13:10:52,2022-04-12 13:10:52,2022-04-12 17:10:52,2022-04-12 13:34:52,2022-04-12 14:34:52,Standard,High,2 - High,Closed,Email/Collaboration,L1 Support,Amit Desai,Bangalore,Operations,CRM Application,DR failover test,No Conflict,Approved,,Mar-2022,Q1-2022
CHG0000095,2022-05-15 02:35:45,2022-06-12 02:35:45,2022-06-12 09:35:45,2022-06-12 02:20:45,2022-06-12 06:20:45,Normal,Low,2 - High,Closed,Application,Network Ops,Vikram Joshi,Pune,IT,Core Switch,SSL certificate renewal,No Conflict,Pending,,May-2022,Q2-2022
CHG0000096,2022-05-17 05:02:48,2022-05-24 05:02:48,2022-05-24 07:02:48,2022-05-24 05:07:48,2022-05-24 07:07:48,Standard,Low,4 - Low,Closed,Security,Network Ops,Pooja Iyer,Pune,Operations,Email Gateway,Network upgrade,No Conflict,Approved,Testing required,May-2022,Q2-2022
CHG0000097,2022-01-13 12:38:46,2022-01-29 12:38:46,2022-01-29 19:38:46,,,Emergency,Medium,3 - Medium,Review,Database,DB Admins,Rohan Verma,Hyderabad,Finance,VPN Gateway,DR failover test,No Conflict,Approved,,Jan-2022,Q1-2022
CHG0000098,2022-12-02 08:37:39,2022-12-28 08:37:39,2022-12-28 12:37:39,2022-12-28 08:29:39,2022-12-28 12:29:39,Standard,Medium,1 - Critical,Closed,Software,DB Admins,Vikram Joshi,Pune,Sales,Oracle DB,Storage expansion,No Conflict,Pending,Vendor dependency,Dec-2022,Q4-2022
CHG0000099,2022-09-06 22:55:23,2022-09-28 22:55:23,2022-09-29 04:55:23,,,Emergency,Low,4 - Low,Authorize,Email/Collaboration,DB Admins,Priya Menon,Chennai,Procurement,ERP Server,SSL certificate renewal,No Conflict,Approved,,Sep-2022,Q3-2022
CHG0000100,2022-08-20 04:13:43,2022-08-28 04:13:43,2022-08-28 10:13:43,2022-08-28 04:03:43,2022-08-28 09:03:43,Standard,Low,1 - Critical,Closed,Database,L1 Support,Kavya Reddy,Hyderabad,Legal,Email Gateway,OS patch deployment,No Conflict,Approved,Awaiting approval,Aug-2022,Q3-2022
CHG0000101,2022-02-13 20:31:14,2022-03-03 20:31:14,2022-03-04 04:31:14,2022-03-03 20:48:14,2022-03-04 03:48:14,Standard,High,4 - Low,Closed,Hardware,Infra Team,Amit Desai,Chennai,Legal,CRM Application,Network upgrade,No Conflict,Pending,Vendor dependency,Feb-2022,Q1-2022
CHG0000102,2022-04-07 12:39:02,2022-04-15 12:39:02,2022-04-15 19:39:02,2022-04-15 12:20:02,2022-04-15 19:20:02,Normal,Low,1 - Critical,Closed,Software,L1 Support,Rohan Verma,Bangalore,Sales,Active Directory,Backup policy change,No Conflict,Approved,,Apr-2022,Q2-2022
CHG0000103,2022-01-17 07:08:45,2022-01-27 07:08:45,2022-01-27 12:08:45,2022-01-27 06:39:45,2022-01-27 09:39:45,Standard,Medium,2 - High,Closed,Software,DB Admins,Deepak Nair,Pune,IT,CRM Application,SSL certificate renewal,Conflict Detected,Approved,Testing required,Jan-2022,Q1-2022
CHG0000104,2022-12-24 21:18:45,2023-01-19 21:18:45,2023-01-20 04:18:45,2023-01-19 21:14:45,2023-01-19 23:14:45,Standard,Low,2 - High,Closed,Security,Infra Team,Pooja Iyer,Mumbai,Marketing,Active Directory,DB migration,No Conflict,Approved,Awaiting approval,Dec-2022,Q4-2022
CHG0000105,2022-06-19 15:22:15,2022-06-29 15:22:15,2022-06-29 23:22:15,2022-06-29 15:11:15,2022-06-29 16:11:15,Normal,High,1 - Critical,Implement,Email/Collaboration,DB Admins,Vikram Joshi,Delhi NCR,Finance,VPN Gateway,OS patch deployment,No Conflict,Approved,Awaiting approval,Jun-2022,Q2-2022
CHG0000106,2022-08-28 12:42:46,2022-09-18 12:42:46,2022-09-18 13:42:46,2022-09-18 12:29:46,2022-09-18 13:29:46,Normal,Medium,1 - Critical,Closed,Application,Security Ops,Priya Menon,Hyderabad,Sales,Load Balancer,DR failover test,No Conflict,Approved,Vendor dependency,Aug-2022,Q3-2022
CHG0000107,2022-12-13 11:42:04,2022-12-24 11:42:04,2022-12-24 19:42:04,2022-12-24 11:22:04,2022-12-24 19:22:04,Standard,Medium,1 - Critical,Implement,Email/Collaboration,L2 Support,Rohan Verma,Pune,Sales,Oracle DB,Storage expansion,No Conflict,Approved,Testing required,Dec-2022,Q4-2022
CHG0000108,2022-11-09 14:01:42,2022-11-16 14:01:42,2022-11-16 17:01:42,,,Normal,High,2 - High,Authorize,Database,Security Ops,Amit Desai,Chennai,Procurement,Email Gateway,SSL certificate renewal,Conflict Detected,Approved,Vendor dependency,Nov-2022,Q4-2022
CHG0000109,2022-11-17 18:21:47,2022-12-06 18:21:47,2022-12-06 23:21:47,2022-12-06 18:03:47,2022-12-07 00:03:47,Normal,Medium,2 - High,Implement,Access Management,Network Ops,Anjali Singh,Hyderabad,Procurement,Active Directory,DB migration,No Conflict,Approved,Resource unavailable,Nov-2022,Q4-2022
CHG0000110,2022-03-24 14:45:47,2022-04-01 14:45:47,2022-04-01 18:45:47,,,Standard,Medium,4 - Low,Authorize,Network,App Support,Vikram Joshi,Bangalore,IT,Load Balancer,Firewall rule update,No Conflict,Approved,Resource unavailable,Mar-2022,Q1-2022
CHG0000111,2022-10-10 19:39:50,2022-10-19 19:39:50,2022-10-20 03:39:50,,,Normal,Medium,1 - Critical,Cancelled,Hardware,L1 Support,Sneha Patil,Hyderabad,IT,Active Directory,Backup policy change,No Conflict,Approved,Vendor dependency,Oct-2022,Q4-2022
CHG0000112,2022-09-12 11:57:41,2022-09-29 11:57:41,2022-09-29 15:57:41,2022-09-29 12:26:41,2022-09-29 18:26:41,Normal,Low,2 - High,Implement,Access Management,DB Admins,Amit Desai,Chennai,Operations,Firewall-01,Middleware upgrade,No Conflict,Approved,Awaiting approval,Sep-2022,Q3-2022
CHG0000113,2022-09-18 05:39:23,2022-10-15 05:39:23,2022-10-15 11:39:23,2022-10-15 05:42:23,2022-10-15 13:42:23,Standard,High,4 - Low,Closed,Access Management,Network Ops,Anjali Singh,Mumbai,IT,Email Gateway,DB migration,No Conflict,Pending,Resource unavailable,Sep-2022,Q3-2022
CHG0000114,2022-12-07 15:28:46,2022-12-14 15:28:46,2022-12-14 18:28:46,,,Normal,High,3 - Medium,Review,Security,Security Ops,Sneha Patil,Bangalore,Procurement,Load Balancer,Firewall rule update,No Conflict,Approved,,Dec-2022,Q4-2022
CHG0000115,2022-08-04 12:09:54,2022-08-26 12:09:54,2022-08-26 19:09:54,2022-08-26 11:43:54,2022-08-26 13:43:54,Standard,High,3 - Medium,Closed,Software,DB Admins,Deepak Nair,Kolkata,Operations,Oracle DB,Storage expansion,No Conflict,Approved,Awaiting approval,Aug-2022,Q3-2022
CHG0000116,2022-08-17 07:14:38,2022-09-02 07:14:38,2022-09-02 11:14:38,2022-09-02 07:00:38,2022-09-02 10:00:38,Standard,Medium,2 - High,Implement,Network,L1 Support,Anjali Singh,Chennai,Legal,ERP Server,Backup policy change,No Conflict,Approved,Resource unavailable,Aug-2022,Q3-2022
CHG0000117,2022-08-26 04:42:31,2022-09-04 04:42:31,2022-09-04 05:42:31,2022-09-04 05:00:31,2022-09-04 09:00:31,Emergency,Medium,2 - High,Closed,Email/Collaboration,L2 Support,Pooja Iyer,Pune,Procurement,Load Balancer,Middleware upgrade,No Conflict,Rejected,Vendor dependency,Aug-2022,Q3-2022
CHG0000118,2022-08-02 16:55:39,2022-08-26 16:55:39,2022-08-26 23:55:39,2022-08-26 17:18:39,2022-08-26 22:18:39,Standard,High,3 - Medium,Implement,Access Management,DB Admins,Pooja Iyer,Delhi NCR,Marketing,ERP Server,DR failover test,No Conflict,Pending,Resource unavailable,Aug-2022,Q3-2022
CHG0000119,2022-11-21 17:53:03,2022-12-14 17:53:03,2022-12-15 00:53:03,2022-12-14 18:17:03,2022-12-14 21:17:03,Standard,High,1 - Critical,Implement,Email/Collaboration,L2 Support,Rahul Sharma,Delhi NCR,Finance,Oracle DB,Storage expansion,No Conflict,Approved,Vendor dependency,Nov-2022,Q4-2022
CHG0000120,2022-10-18 18:21:47,2022-10-29 18:21:47,2022-10-30 00:21:47,2022-10-29 18:40:47,2022-10-30 02:40:47,Normal,Medium,2 - High,Closed,Network,L2 Support,Pooja Iyer,Hyderabad,Legal,VPN Gateway,Firewall rule update,No Conflict,Approved,Awaiting approval,Oct-2022,Q4-2022
CHG0000121,2022-11-13 07:30:13,2022-11-23 07:30:13,2022-11-23 10:30:13,2022-11-23 07:40:13,2022-11-23 10:40:13,Normal,Low,3 - Medium,Closed,Security,Security Ops,Amit Desai,Mumbai,Operations,Firewall-01,Firewall rule update,No Conflict,Approved,,Nov-2022,Q4-2022
CHG0000122,2022-03-08 16:32:01,2022-04-03 16:32:01,2022-04-03 21:32:01,,,Normal,Low,4 - Low,Review,Application,App Support,Anjali Singh,Pune,Operations,Oracle DB,OS patch deployment,No Conflict,Rejected,Testing required,Mar-2022,Q1-2022
CHG0000123,2022-04-01 07:41:14,2022-04-09 07:41:14,2022-04-09 13:41:14,2022-04-09 07:20:14,2022-04-09 09:20:14,Emergency,Low,1 - Critical,Implement,Software,L2 Support,Kavya Reddy,Kolkata,Operations,Active Directory,SSL certificate renewal,No Conflict,Approved,Awaiting approval,Apr-2022,Q2-2022
CHG0000124,2022-07-03 21:17:09,2022-07-22 21:17:09,2022-07-22 22:17:09,2022-07-22 21:22:09,2022-07-23 01:22:09,Standard,Medium,4 - Low,Closed,Software,L2 Support,Rohan Verma,Bangalore,HR,ERP Server,Network upgrade,Conflict Detected,Approved,Vendor dependency,Jul-2022,Q3-2022
CHG0000125,2022-10-30 23:11:03,2022-11-19 23:11:03,2022-11-20 02:11:03,2022-11-19 23:09:03,2022-11-20 06:09:03,Standard,Low,1 - Critical,Closed,Software,L1 Support,Sneha Patil,Kolkata,Marketing,CRM Application,DR failover test,No Conflict,Approved,,Oct-2022,Q4-2022
CHG0000126,2022-12-30 09:17:15,2023-01-21 09:17:15,2023-01-21 17:17:15,,,Normal,Medium,4 - Low,Review,Application,Infra Team,Vikram Joshi,Chennai,Sales,ERP Server,Backup policy change,No Conflict,Approved,Testing required,Dec-2022,Q4-2022
CHG0000127,2022-12-23 00:11:02,2023-01-11 00:11:02,2023-01-11 06:11:02,,,Emergency,Low,1 - Critical,Review,Security,L1 Support,Rohan Verma,Pune,Sales,CRM Application,Storage expansion,Conflict Detected,Pending,Resource unavailable,Dec-2022,Q4-2022
CHG0000128,2022-11-02 03:49:17,2022-11-09 03:49:17,2022-11-09 08:49:17,2022-11-09 03:51:17,2022-11-09 07:51:17,Normal,High,1 - Critical,Implement,Email/Collaboration,App Support,Priya Menon,Mumbai,Legal,VPN Gateway,Middleware upgrade,No Conflict,Pending,Resource unavailable,Nov-2022,Q4-2022
CHG0000129,2022-04-04 13:28:39,2022-04-15 13:28:39,2022-04-15 15:28:39,2022-04-15 13:13:39,2022-04-15 17:13:39,Normal,High,1 - Critical,Implement,Application,L1 Support,Vikram Joshi,Kolkata,Marketing,Active Directory,Backup policy change,No Conflict,Approved,Vendor dependency,Apr-2022,Q2-2022
CHG0000130,2022-12-28 01:57:14,2023-01-16 01:57:14,2023-01-16 04:57:14,2023-01-16 01:40:14,2023-01-16 03:40:14,Emergency,High,4 - Low,Implement,Security,Security Ops,Pooja Iyer,Mumbai,Legal,Email Gateway,Backup policy change,Conflict Detected,Approved,Awaiting approval,Dec-2022,Q4-2022
CHG0000131,2022-06-10 16:44:49,2022-06-22 16:44:49,2022-06-22 21:44:49,,,Normal,Low,4 - Low,Review,Database,DB Admins,Amit Desai,Delhi NCR,IT,VPN Gateway,DB migration,No Conflict,Approved,Resource unavailable,Jun-2022,Q2-2022
CHG0000132,2022-06-23 13:19:31,2022-06-30 13:19:31,2022-06-30 21:19:31,2022-06-30 12:52:31,2022-06-30 15:52:31,Normal,High,2 - High,Implement,Hardware,Network Ops,Pooja Iyer,Bangalore,Operations,Firewall-01,Middleware upgrade,Conflict Detected,Approved,,Jun-2022,Q2-2022
CHG0000133,2022-11-01 22:33:35,2022-11-10 22:33:35,2022-11-11 02:33:35,,,Normal,Low,2 - High,Authorize,Software,App Support,Amit Desai,Delhi NCR,Operations,Email Gateway,DR failover test,No Conflict,Rejected,Testing required,Nov-2022,Q4-2022
CHG0000134,2022-01-07 19:47:57,2022-01-18 19:47:57,2022-01-18 22:47:57,2022-01-18 20:02:57,2022-01-18 23:02:57,Standard,Low,1 - Critical,Closed,Database,App Support,Anjali Singh,Kolkata,IT,VPN Gateway,DR failover test,No Conflict,Approved,Vendor dependency,Jan-2022,Q1-2022
CHG0000135,2022-05-30 12:48:43,2022-06-17 12:48:43,2022-06-17 17:48:43,,,Emergency,Low,3 - Medium,Review,Database,Network Ops,Rohan Verma,Chennai,HR,ERP Server,Backup policy change,No Conflict,Approved,Vendor dependency,May-2022,Q2-2022
CHG0000136,2022-06-05 20:35:22,2022-06-23 20:35:22,2022-06-24 00:35:22,,,Emergency,Low,1 - Critical,Review,Software,Infra Team,Amit Desai,Chennai,Legal,CRM Application,Backup policy change,No Conflict,Approved,Resource unavailable,Jun-2022,Q2-2022
CHG0000137,2022-03-19 14:20:37,2022-03-28 14:20:37,2022-03-28 20:20:37,,,Normal,Medium,3 - Medium,Authorize,Access Management,DB Admins,Sneha Patil,Hyderabad,Finance,Active Directory,Middleware upgrade,Conflict Detected,Approved,Vendor dependency,Mar-2022,Q1-2022
CHG0000138,2022-01-26 02:25:28,2022-02-18 02:25:28,2022-02-18 07:25:28,,,Emergency,Low,4 - Low,Review,Email/Collaboration,Network Ops,Anjali Singh,Mumbai,Operations,VPN Gateway,Load balancer config,No Conflict,Pending,,Jan-2022,Q1-2022
CHG0000139,2022-02-04 00:32:12,2022-02-22 00:32:12,2022-02-22 01:32:12,2022-02-22 00:21:12,2022-02-22 03:21:12,Standard,Medium,1 - Critical,Closed,Application,Security Ops,Rahul Sharma,Pune,IT,Email Gateway,DB migration,No Conflict,Pending,Vendor dependency,Feb-2022,Q1-2022
CHG0000140,2022-06-23 07:29:21,2022-07-01 07:29:21,2022-07-01 10:29:21,2022-07-01 07:34:21,2022-07-01 08:34:21,Emergency,Medium,3 - Medium,Implement,Security,Network Ops,Sneha Patil,Hyderabad,IT,Oracle DB,Middleware upgrade,No Conflict,Approved,Resource unavailable,Jun-2022,Q2-2022
CHG0000141,2022-01-23 01:00:53,2022-02-05 01:00:53,2022-02-05 03:00:53,2022-02-05 01:10:53,2022-02-05 03:10:53,Emergency,High,3 - Medium,Closed,Application,App Support,Anjali Singh,Bangalore,Operations,SAP Production,Network upgrade,Conflict Detected,Approved,Resource unavailable,Jan-2022,Q1-2022
CHG0000142,2022-07-19 19:41:57,2022-08-15 19:41:57,2022-08-15 23:41:57,,,Emergency,Low,2 - High,Review,Network,App Support,Amit Desai,Delhi NCR,Sales,Active Directory,SSL certificate renewal,No Conflict,Approved,,Jul-2022,Q3-2022
CHG0000143,2022-05-10 18:34:04,2022-06-03 18:34:04,2022-06-03 23:34:04,2022-06-03 18:27:04,2022-06-04 02:27:04,Emergency,Medium,3 - Medium,Closed,Email/Collaboration,L1 Support,Kavya Reddy,Chennai,Finance,Oracle DB,Network upgrade,No Conflict,Approved,Vendor dependency,May-2022,Q2-2022
CHG0000144,2022-06-10 22:03:59,2022-06-28 22:03:59,2022-06-29 00:03:59,2022-06-28 22:12:59,2022-06-29 01:12:59,Standard,Medium,1 - Critical,Closed,Security,L1 Support,Amit Desai,Kolkata,HR,ERP Server,OS patch deployment,No Conflict,Pending,Testing required,Jun-2022,Q2-2022
CHG0000145,2022-10-30 00:48:35,2022-11-12 00:48:35,2022-11-12 04:48:35,2022-11-12 00:49:35,2022-11-12 02:49:35,Standard,High,2 - High,Implement,Software,DB Admins,Anjali Singh,Kolkata,Legal,Active Directory,Middleware upgrade,Conflict Detected,Approved,Testing required,Oct-2022,Q4-2022
CHG0000146,2022-12-25 22:20:44,2023-01-03 22:20:44,2023-01-03 23:20:44,2023-01-03 22:16:44,2023-01-04 00:16:44,Standard,Low,4 - Low,Closed,Application,L2 Support,Kavya Reddy,Chennai,Finance,VPN Gateway,DB migration,No Conflict,Approved,Awaiting approval,Dec-2022,Q4-2022
CHG0000147,2022-07-24 01:03:38,2022-08-08 01:03:38,2022-08-08 07:03:38,,,Normal,Medium,3 - Medium,Authorize,Application,Network Ops,Amit Desai,Chennai,HR,Active Directory,Middleware upgrade,Conflict Detected,Approved,Testing required,Jul-2022,Q3-2022
CHG0000148,2022-12-10 23:00:45,2022-12-31 23:00:45,2023-01-01 01:00:45,,,Emergency,Medium,1 - Critical,Review,Network,L1 Support,Pooja Iyer,Pune,Sales,SAP Production,Middleware upgrade,No Conflict,Pending,Testing required,Dec-2022,Q4-2022
CHG0000149,2022-04-11 15:22:27,2022-05-09 15:22:27,2022-05-09 22:22:27,2022-05-09 15:45:27,2022-05-09 22:45:27,Normal,Low,2 - High,Closed,Database,Security Ops,Priya Menon,Pune,Sales,Oracle DB,Storage expansion,No Conflict,Approved,Resource unavailable,Apr-2022,Q2-2022
CHG0000150,2022-10-19 00:46:01,2022-11-01 00:46:01,2022-11-01 02:46:01,2022-11-01 00:16:01,2022-11-01 05:16:01,Standard,Low,3 - Medium,Implement,Database,Infra Team,Amit Desai,Bangalore,Finance,Active Directory,DB migration,No Conflict,Approved,Vendor dependency,Oct-2022,Q4-2022
CHG0000151,2022-01-13 14:38:09,2022-01-26 14:38:09,2022-01-26 16:38:09,,,Standard,High,1 - Critical,Review,Application,DB Admins,Kavya Reddy,Bangalore,HR,SAP Production,Load balancer config,No Conflict,Approved,Testing required,Jan-2022,Q1-2022
CHG0000152,2022-12-22 23:19:08,2023-01-12 23:19:08,2023-01-13 07:19:08,,,Normal,High,4 - Low,Authorize,Access Management,Security Ops,Vikram Joshi,Bangalore,Sales,CRM Application,Firewall rule update,No Conflict,Rejected,,Dec-2022,Q4-2022
CHG0000153,2022-04-20 01:50:28,2022-05-10 01:50:28,2022-05-10 06:50:28,,,Standard,Low,4 - Low,Authorize,Hardware,L2 Support,Rahul Sharma,Hyderabad,IT,Oracle DB,Load balancer config,No Conflict,Approved,,Apr-2022,Q2-2022
CHG0000154,2022-03-12 12:08:49,2022-03-22 12:08:49,2022-03-22 18:08:49,2022-03-22 12:21:49,2022-03-22 18:21:49,Normal,Low,2 - High,Implement,Access Management,Security Ops,Anjali Singh,Hyderabad,Sales,VPN Gateway,OS patch deployment,No Conflict,Approved,Vendor dependency,Mar-2022,Q1-2022
CHG0000155,2022-01-02 17:04:29,2022-01-21 17:04:29,2022-01-22 01:04:29,,,Normal,Low,4 - Low,Review,Network,DB Admins,Rahul Sharma,Hyderabad,Procurement,VPN Gateway,SSL certificate renewal,No Conflict,Approved,,Jan-2022,Q1-2022
CHG0000156,2022-09-06 14:00:38,2022-09-24 14:00:38,2022-09-24 18:00:38,2022-09-24 13:33:38,2022-09-24 14:33:38,Emergency,High,4 - Low,Implement,Security,DB Admins,Sneha Patil,Chennai,HR,Core Switch,Network upgrade,No Conflict,Pending,Vendor dependency,Sep-2022,Q3-2022
CHG0000157,2022-07-09 10:41:56,2022-08-04 10:41:56,2022-08-04 13:41:56,2022-08-04 10:44:56,2022-08-04 17:44:56,Standard,Low,2 - High,Implement,Database,DB Admins,Rohan Verma,Delhi NCR,Operations,Firewall-01,DR failover test,No Conflict,Approved,Vendor dependency,Jul-2022,Q3-2022
CHG0000158,2022-08-27 19:42:23,2022-09-19 19:42:23,2022-09-19 20:42:23,2022-09-19 19:44:23,2022-09-20 02:44:23,Standard,Low,3 - Medium,Closed,Email/Collaboration,Network Ops,Rohan Verma,Chennai,Finance,Firewall-01,DB migration,No Conflict,Approved,Testing required,Aug-2022,Q3-2022
CHG0000159,2022-10-23 21:20:19,2022-11-13 21:20:19,2022-11-14 00:20:19,2022-11-13 21:27:19,2022-11-14 04:27:19,Standard,Low,1 - Critical,Implement,Software,Security Ops,Amit Desai,Pune,Marketing,Core Switch,Storage expansion,No Conflict,Approved,Resource unavailable,Oct-2022,Q4-2022
CHG0000160,2022-03-08 02:26:54,2022-03-30 02:26:54,2022-03-30 09:26:54,2022-03-30 02:16:54,2022-03-30 03:16:54,Normal,High,4 - Low,Closed,Hardware,L1 Support,Priya Menon,Kolkata,Legal,Load Balancer,OS patch deployment,No Conflict,Pending,,Mar-2022,Q1-2022
CHG0000161,2022-01-01 09:47:27,2022-01-19 09:47:27,2022-01-19 17:47:27,2022-01-19 09:55:27,2022-01-19 17:55:27,Standard,High,4 - Low,Closed,Access Management,Infra Team,Rahul Sharma,Mumbai,Finance,CRM Application,Network upgrade,No Conflict,Rejected,Awaiting approval,Jan-2022,Q1-2022
CHG0000162,2022-09-23 20:06:48,2022-10-18 20:06:48,2022-10-19 00:06:48,,,Standard,Low,2 - High,Review,Network,DB Admins,Rohan Verma,Delhi NCR,Marketing,SAP Production,DB migration,No Conflict,Pending,Resource unavailable,Sep-2022,Q3-2022
CHG0000163,2022-03-14 18:13:38,2022-03-22 18:13:38,2022-03-23 00:13:38,2022-03-22 18:19:38,2022-03-22 21:19:38,Standard,Medium,1 - Critical,Closed,Security,Infra Team,Priya Menon,Pune,Marketing,CRM Application,DR failover test,No Conflict,Approved,,Mar-2022,Q1-2022
CHG0000164,2022-09-01 17:38:12,2022-09-20 17:38:12,2022-09-20 19:38:12,,,Emergency,Low,2 - High,Authorize,Software,L1 Support,Pooja Iyer,Hyderabad,HR,CRM Application,Middleware upgrade,No Conflict,Approved,Testing required,Sep-2022,Q3-2022
CHG0000165,2022-02-14 23:27:13,2022-03-01 23:27:13,2022-03-02 07:27:13,,,Standard,Low,2 - High,Review,Software,DB Admins,Vikram Joshi,Delhi NCR,Operations,Core Switch,Load balancer config,No Conflict,Approved,Vendor dependency,Feb-2022,Q1-2022
CHG0000166,2022-09-15 23:09:49,2022-09-22 23:09:49,2022-09-23 00:09:49,2022-09-22 22:58:49,2022-09-23 02:58:49,Normal,Medium,4 - Low,Closed,Email/Collaboration,Security Ops,Rahul Sharma,Chennai,Marketing,Oracle DB,Network upgrade,No Conflict,Rejected,Testing required,Sep-2022,Q3-2022
CHG0000167,2022-03-25 06:27:43,2022-04-11 06:27:43,2022-04-11 12:27:43,2022-04-11 06:52:43,2022-04-11 13:52:43,Normal,Medium,4 - Low,Implement,Security,Security Ops,Rahul Sharma,Pune,Legal,CRM Application,DR failover test,Conflict Detected,Approved,Vendor dependency,Mar-2022,Q1-2022
CHG0000168,2022-12-01 07:44:13,2022-12-16 07:44:13,2022-12-16 11:44:13,,,Emergency,Low,1 - Critical,Authorize,Network,Network Ops,Priya Menon,Bangalore,Operations,Oracle DB,DB migration,No Conflict,Approved,,Dec-2022,Q4-2022
CHG0000169,2022-11-18 13:04:20,2022-11-25 13:04:20,2022-11-25 18:04:20,2022-11-25 13:13:20,2022-11-25 15:13:20,Emergency,Low,3 - Medium,Implement,Database,Infra Team,Pooja Iyer,Chennai,Operations,Firewall-01,Load balancer config,No Conflict,Approved,Vendor dependency,Nov-2022,Q4-2022
